0;0;0;0;0;0;0;0;0;0
0;0.122832;0.175366;0.190371;0.193641;0.193641;0.190371;0.175366;0.122832;0
0;0.175366;0.251838;0.274139;0.279091;0.279091;0.274139;0.251838;0.175366;0
0;0.190371;0.274139;0.298829;0.304367;0.304367;0.298829;0.274139;0.190371;0
0;0.193641;0.279091;0.304367;0.310057;0.310057;0.304367;0.279091;0.193641;0
0;0.193641;0.279091;0.304367;0.310057;0.310057;0.304367;0.279091;0.193641;0
0;0.190371;0.274139;0.298829;0.304367;0.304367;0.298829;0.274139;0.190371;0
0;0.175366;0.251838;0.274139;0.279091;0.279091;0.274139;0.251838;0.175366;0
0;0.122832;0.175366;0.190371;0.193641;0.193641;0.190371;0.175366;0.122832;0
0;0;0;0;0;0;0;0;0;0
