0;0;0;0;0;0;0;0;0;0
0;1.428354;1.734766;1.781094;1.78696;1.78696;1.781094;1.734766;1.428354;0
0;1.734766;2.122505;2.183418;2.191394;2.191394;2.183418;2.122505;1.734766;0
0;1.781094;2.183418;2.247376;2.255852;2.255852;2.247376;2.183418;1.781094;0
0;1.78696;2.191394;2.255852;2.26442;2.26442;2.255852;2.191394;1.78696;0
0;1.78696;2.191394;2.255852;2.26442;2.26442;2.255852;2.191394;1.78696;0
0;1.781094;2.183418;2.247376;2.255852;2.255852;2.247376;2.183418;1.781094;0
0;1.734766;2.122505;2.183418;2.191394;2.191394;2.183418;2.122505;1.734766;0
0;1.428354;1.734766;1.781094;1.78696;1.78696;1.781094;1.734766;1.428354;0
0;0;0;0;0;0;0;0;0;0
