0;0;0;0;0;0;0;0;0;0
0;0.03775;0.056879;0.063469;0.065172;0.065172;0.063469;0.056879;0.03775;0
0;0.056879;0.08609;0.096308;0.098986;0.098986;0.096308;0.08609;0.056879;0
0;0.063469;0.096308;0.107901;0.110966;0.110966;0.107901;0.096308;0.063469;0
0;0.065172;0.098986;0.110966;0.114145;0.114145;0.110966;0.098986;0.065172;0
0;0.065172;0.098986;0.110966;0.114145;0.114145;0.110966;0.098986;0.065172;0
0;0.063469;0.096308;0.107901;0.110966;0.110966;0.107901;0.096308;0.063469;0
0;0.056879;0.08609;0.096308;0.098986;0.098986;0.096308;0.08609;0.056879;0
0;0.03775;0.056879;0.063469;0.065172;0.065172;0.063469;0.056879;0.03775;0
0;0;0;0;0;0;0;0;0;0
