0;0;0;0;0;0;0;0;0;0
0;5.166779;5.563298;5.59387;5.596224;5.596224;5.59387;5.563298;5.166779;0
0;5.563298;6.016341;6.053131;6.056093;6.056093;6.053131;6.016341;5.563298;0
0;5.59387;6.053131;6.090808;6.093876;6.093876;6.090808;6.053131;5.59387;0
0;5.596224;6.056093;6.093876;6.096959;6.096959;6.093876;6.056093;5.596224;0
0;5.596224;6.056093;6.093876;6.096959;6.096959;6.093876;6.056093;5.596224;0
0;5.59387;6.053131;6.090808;6.093876;6.093876;6.090808;6.053131;5.59387;0
0;5.563298;6.016341;6.053131;6.056093;6.056093;6.053131;6.016341;5.563298;0
0;5.166779;5.563298;5.59387;5.596224;5.596224;5.59387;5.563298;5.166779;0
0;0;0;0;0;0;0;0;0;0
