0;0;0;0;0;0;0;0;0;0
0;0.763063;0.973217;1.012454;1.018362;1.018362;1.012454;0.973217;0.763063;0
0;0.973217;1.250539;1.304048;1.312342;1.312342;1.304048;1.250539;0.973217;0
0;1.012454;1.304048;1.360984;1.369915;1.369915;1.360984;1.304048;1.012454;0
0;1.018362;1.312342;1.369915;1.378976;1.378976;1.369915;1.312342;1.018362;0
0;1.018362;1.312342;1.369915;1.378976;1.378976;1.369915;1.312342;1.018362;0
0;1.012454;1.304048;1.360984;1.369915;1.369915;1.360984;1.304048;1.012454;0
0;0.973217;1.250539;1.304048;1.312342;1.312342;1.304048;1.250539;0.973217;0
0;0.763063;0.973217;1.012454;1.018362;1.018362;1.012454;0.973217;0.763063;0
0;0;0;0;0;0;0;0;0;0
