0;0;0;0;0;0;0;0;0;0
0;2.701521;3.102154;3.148071;3.152757;3.152757;3.148071;3.102154;2.701521;0
0;3.102154;3.585492;3.643413;3.649558;3.649558;3.643413;3.585492;3.102154;0
0;3.148071;3.643413;3.70345;3.709896;3.709896;3.70345;3.643413;3.148071;0
0;3.152757;3.649558;3.709896;3.716391;3.716391;3.709896;3.649558;3.152757;0
0;3.152757;3.649558;3.709896;3.716391;3.716391;3.709896;3.649558;3.152757;0
0;3.148071;3.643413;3.70345;3.709896;3.709896;3.70345;3.643413;3.148071;0
0;3.102154;3.585492;3.643413;3.649558;3.649558;3.643413;3.585492;3.102154;0
0;2.701521;3.102154;3.148071;3.152757;3.152757;3.148071;3.102154;2.701521;0
0;0;0;0;0;0;0;0;0;0
