0;0;0;0;0;0;0;0;0;0
0;0.067869;0.099715;0.109772;0.112173;0.112173;0.109772;0.099715;0.067869;0
0;0.099715;0.147264;0.162551;0.166259;0.166259;0.162551;0.147264;0.099715;0
0;0.109772;0.162551;0.179688;0.183883;0.183883;0.179688;0.162551;0.109772;0
0;0.112173;0.166259;0.183883;0.188214;0.188214;0.183883;0.166259;0.112173;0
0;0.112173;0.166259;0.183883;0.188214;0.188214;0.183883;0.166259;0.112173;0
0;0.109772;0.162551;0.179688;0.183883;0.183883;0.179688;0.162551;0.109772;0
0;0.099715;0.147264;0.162551;0.166259;0.166259;0.162551;0.147264;0.099715;0
0;0.067869;0.099715;0.109772;0.112173;0.112173;0.109772;0.099715;0.067869;0
0;0;0;0;0;0;0;0;0;0
